Country;Area;Waterbody Type;Date;Ammonia (mg/l);Biochemical Oxygen Demand (mg/l);Dissolved Oxygen (mg/l);Orthophosphate (mg/l);pH (ph units);Temperature (cel);Nitrogen (mg/l);Nitrate (mg/l);CCME_Values;CCME_WQI
Canada;DESM_170011;Lake;05/03/2012;0.0205;213.333;8.2;0.1295;7.72;9.5;0.4;0.28675;904.119.883.352.696;Good
Canada;CZPOH_1006;River;10/04/2012;0.15466;322.727;1.010.909;0.061;744.545;1.160.909;0.4;731.227;9.311.672.543.579.720;Good
Canada;ES063ESPFAA0000749;River;11/09/2012;0.05;2.890.833.333;9.141.666.667;0.071166667;7.79;20.05;0.4;1.0;9.291.693.974.007.940;Good
Canada;ES030ESPFTA62609001;River;05/03/2012;0.206666667;213.333;8.236.666.667;3.0;7.79;9.413.333.333;0.4;5.0;5.154.150.196.939.270;Marginal
Canada;ES030ESPFTATO601026;River;10/04/2012;0.05;2.0;11.684.103.383.014.400;0.13;7.79;15.25;0.4;0.675;9.038.554.105.450.850;Good
Canada;ES014ESPF14-RW-06-060;River;11/09/2012;0.05;2.0;9.379.999.876;0.05;7.79;1.285.000.038;0.4;4.760.500.073;100.0;Excellent
Canada;ES014ESPF14-RW-10-020;River;05/03/2012;0.05;2.0;9.873.749.971;0.05;7.79;9.907.499.909;0.4;7.936.499.953;100.0;Excellent
Canada;ES030ESPFTA53207001;River;10/04/2012;0.1;2.0;9.325;0.1;7.79;12.525;0.4;5.0;9.187.448.244.207.810;Good
Canada;ES014ESPF14-RW-06-120;River;11/09/2012;0.05;2.0;9.738.888.635;0.2;7.79;1.292.222.235;0.4;1.042.312.491;8.659.700.897.114.690;Good
Canada;ES014ESPF14-RW-06-100;River;05/03/2012;0.05;2.0;1.007.611.116;0.2;7.79;1.233.333.344;0.4;4.728.374.958;8.659.700.897.114.690;Good
Canada;CZPOD_5416;River;10/04/2012;0.07088;2.2;11.825;0.03533;778.667;1.003.333;0.4;990.865;100.0;Excellent
Canada;CZPVL_3912;River;11/09/2012;0.29159;154.167;996.917;0.061;699.167;10.275;0.4;1.110.389;9.311.672.543.579.720;Good
Canada;ES014ESPF14-RW-06-180;River;05/03/2012;0.05;2.0;9.385.882.378;0.2;7.79;1.385.294.123;0.4;9.196.243.703;8.659.700.897.114.690;Good
Canada;ES063ESPFAA0000752;River;10/04/2012;0.05;280.833;1.104.167;0.061;8.025;858.333;0.4;16.125;9.311.672.543.579.720;Good
Canada;ES014ESPF14-RW-18-010;River;11/09/2012;0.051125;2.0;1.044.233.319;0.2;8.075;126.833.334;0.4;679.435.331;8.659.700.897.114.690;Good
Canada;ES060ESPFMA145;River;05/03/2012;0.05;2.0;8.681.818.182;0.06275;7.79;1.524.166.667;0.4;7.75;93.090.418.466.558;Good
Canada;CZPVL_2631;River;10/04/2012;0.09139;178.182;10.9;0.061;711.818;8.9;0.4;281.705;9.311.672.543.579.720;Good
Canada;CZPVL_2454;River;11/09/2012;0.18043;473.182;1.073.182;0.061;789.545;805.455;0.4;1.051.566;9.311.672.543.579.720;Good
Canada;ES014ESPF14-RW-17-020;River;05/03/2012;0.05;2.0;9.704.073.941;0.2;7.79;1.392.222.224;0.4;2.503.693.739;8.659.700.897.114.690;Good
Canada;ES030ESPFTA59909007;River;10/04/2012;0.1;2.194.642.857;11.684.103.383.014.400;0.1;7.79;1.674.285.714;0.4;5.421.428.571;9.187.448.244.207.810;Good
Canada;ES030ESPFTACC707005;River;11/09/2012;0.05;2.0;8.5;0.05;7.79;10.75;0.4;0.22;100.0;Excellent
Canada;ES100ESPF190003000;River;05/03/2012;0.2;213.333;9.824;0.2;7.79;12.0;0.4;16.5;8.659.700.897.114.690;Good
Canada;ES100ESPF150003000;River;10/04/2012;0.2;2.149.999.976;9.710.000.038;0.348999992;7.79;7.450.000.167;0.4;151.500.001;7.962.734.886.419.080;Fair
Canada;ES100ESPF140020000;River;11/09/2012;20.0;213.333;9.824;20.0;7.79;12.0;0.4;10.08;42.178.660.930.386.400;Poor
Canada;ES014ESPF14-RW-14-040;River;05/03/2012;0.05;2.0;1.045.799.999;0.2;7.79;1.442.000.008;0.4;4.174.999.952;8.659.700.897.114.690;Good
Canada;ES100ESPF160002000;River;10/04/2012;0.05;2.0;94.575;0.061;7.79;10.775;0.4;12.925;9.311.672.543.579.720;Good
Canada;ES080ESPFES080-JU411;River;11/09/2012;0.05;2.0;9.55;0.061;7.79;13.8;0.4;4.0;9.311.672.543.579.720;Good
Canada;ES014ESPF14-RW-17-070;River;05/03/2012;0.05;2.0;101.500.001;0.05;7.79;1.297.500.014;0.4;1.843.500.018;100.0;Excellent
Canada;ES100ESPF140023000;River;10/04/2012;20.0;213.333;9.824;20.0;7.79;12.0;0.4;6.966.666.667;42.178.660.930.386.400;Poor
Canada;CZPMO_3670;River;11/09/2012;0.07926;178.333;1.089.167;0.03476;8.15;12.925;0.4;689.474;100.0;Excellent
Canada;CZPOD_3585;River;05/03/2012;0.24917;468.333;894.167;0.05082;737.167;10.0;0.4;644.099;9.319.520.596.839.790;Good
Canada;CZPMO_YPNKL028;River;10/04/2012;0.47696;191.667;11.05;0.09173;8.05;885.833;0.4;1.748.586;9.222.857.631.602.210;Good
Canada;CZPLA_148;River;11/09/2012;0.2975;274.167;834.167;0.061;788.333;11.55;0.4;1.435.021;9.311.672.543.579.720;Good
Canada;CZPVL_4004;River;05/03/2012;0.12136;598.333;1.046.667;0.18145;788.333;1.158.333;0.4;1.010.786;8.759.196.050.015.740;Good
Canada;ES100ESPF160001000;River;10/04/2012;20.0;213.333;1.009.866.667;20.0;7.79;13.38;0.4;9.666.666.667;42.178.660.930.386.400;Poor
Canada;CZPLA_145;River;11/09/2012;0.12297;554.167;1.056.667;0.061;800.833;1.169.167;0.4;583.682;9.311.672.543.579.720;Good
Canada;ES014ESPF14-RW-16-040;River;05/03/2012;0.05;2.0;1.025.300.001;0.2;7.79;1.382.999.991;0.4;2.006.699.995;8.659.700.897.114.690;Good
Canada;ES014ESPF14-RW-17-120;River;10/04/2012;0.05;213.333;1.029.838.237;0.2;7.79;1.321.764.716;0.4;2.383.749.997;8.659.700.897.114.690;Good
Canada;ES030ESPFTA58007014;River;11/09/2012;0.1;213.333;8.423.333.333;0.736666667;7.79;1.093.333.333;0.4;5.0;6.844.478.759.351.560;Fair
Canada;ES080ESPFES080-JU079;River;05/03/2012;0.05;2.0;8.492;0.061;7.79;15.34;0.4;17.58;9.311.672.543.579.720;Good
Canada;ES030ESPFTA53603001;River;10/04/2012;0.1;2.0;7.6;0.16;7.79;11.875;0.4;30.5;8.876.103.711.876.220;Good
Canada;ES014ESPF14-RW-01-110;River;11/09/2012;0.05;2.0;1.027.400.017;0.2;7.79;1.431.999.989;0.4;1.911.399.996;8.659.700.897.114.690;Good
Canada;ES014ESPF14-RW-05-030;River;05/03/2012;0.05;2.0;1.004.375.005;0.05;7.79;1.024.999.988;0.4;5.304.500.043;100.0;Excellent
Canada;ES030ESPFTATO580997;River;10/04/2012;0.05;2.0;8.1;0.29;7.79;13.75;0.4;11.675;8.215.556.611.439.130;Good
Canada;ES014ESPF14-RW-03-080;River;11/09/2012;0.05;2.0;1.105.250.001;0.2;7.79;1.362.499.988;0.4;1.875;8.659.700.897.114.690;Good
Canada;ES030ESPFTA53504004;River;05/03/2012;0.675;2.0;9.824;0.5375;7.79;12.0;0.4;14.75;703.109.180.364.458;Fair
Canada;ES100ESPF110024000;River;10/04/2012;20.0;213.333;9.824;20.0;7.79;12.0;0.4;3.222.727.273;42.178.660.930.386.400;Poor
Canada;ES0910598;River;11/09/2012;0.334;213.333;928.125;0.05;7.79;171.375;0.4;5.08;100.0;Excellent
Canada;CZPMO_SPTVI014;River;05/03/2012;0.21491;185.833;1.003.333;0.15954;710.833;941.667;0.4;1.800.232;8.878.619.673.386.480;Good
Canada;ES080ESPFES080-JU107;River;10/04/2012;0.0827;3.2;11.245;0.061;790.833;16.425;0.4;1.855.567;9.311.672.543.579.720;Good
Canada;ES060ESPFMA3216;River;11/09/2012;0.05;2.0;912.428.569;0.0665;713.846;1.412.857.134;0.4;1.917.083.333;9.302.240.324.261.280;Good
Canada;ES030ESPFTA53603002;River;05/03/2012;0.1;2.0;8.991.666.667;0.1;7.79;1.490.833.333;0.4;94.375;9.187.448.244.207.810;Good
Canada;CZPOH_10245;River;10/04/2012;0.19869;231.667;1.116.667;0.061;804.167;855.833;0.4;796.824;9.311.672.543.579.720;Good
Canada;ES014ESPF14-RW-03-050;River;11/09/2012;0.05;2.0;8.902.222.236;0.05;7.79;1.644.444.434;0.4;1.780.758.346;100.0;Excellent
Canada;ES014ESPF14-RW-15-040;River;05/03/2012;0.18902;245.833;1.036.667;0.0636;8.025;11.4;0.4;1.663.739;9.307.637.192.364.510;Good
Canada;ES070ESPFMUN5;River;10/04/2012;0.0985;213.333;9.476.764.735;0.461625005;7.79;1.869.999.984;0.4;4.366.562.491;7.554.167.922.085.070;Fair
Canada;ES080ESPFES080-JU094;River;11/09/2012;0.0552;2.0;11.08;0.063;7.79;14.4;0.4;11.0;9.308.637.226.706.140;Good
Canada;ES014ESPF14-RW-12-050;River;05/03/2012;0.05;2.0;1.038.874.984;0.05;7.79;1.242.499.995;0.4;337.924.999;100.0;Excellent
Canada;ES100ESPF100074000;River;10/04/2012;20.0;2.0;9.881.874.919;0.2;7.79;1.443.124.998;0.4;5.0;5.307.692.186.833.520;Marginal
Canada;ES014ESPF14-RW-05-400;River;11/09/2012;0.05;2.0;1.012.857.137;0.05;7.79;1.321.428.571;0.4;2.941.000.021;100.0;Excellent
Canada;ES080ESPFES080-JU005;River;05/03/2012;0.05;2.0;10.325;0.05;7.79;16.25;0.4;7.5;100.0;Excellent
Canada;ES0910246;River;10/04/2012;0.13;213.333;9.38;0.05;7.79;15.04;0.4;4.475;100.0;Excellent
Canada;ES100ESPF050010000;River;11/09/2012;20.0;213.333;9.824;20.0;7.79;12.0;0.4;2.245.454.545;42.178.660.930.386.400;Poor
Canada;ES0910559;River;05/03/2012;0.13;213.333;9.85;0.05;7.79;14.05;0.4;17.45;100.0;Excellent
Canada;ES014ESPF14-RW-12-090;River;10/04/2012;0.05;2.0;9.824;0.2;7.79;12.0;0.4;6.430.083.315;8.659.700.897.114.690;Good
Canada;ES014ESPF14-RW-08-010;River;11/09/2012;0.05;4.275;11.475;0.2;7.675;860.833;0.4;3.331.750.005;8.659.700.897.114.690;Good
Canada;CZPLA_449;River;05/03/2012;0.30931;213.333;920.833;0.061;8.05;1.133.333;0.4;2.076.907;9.311.672.543.579.720;Good
Canada;CZPMO_3952;River;10/04/2012;0.05928;165.833;1.104.167;0.01223;753.333;1.039.167;0.4;637.459;100.0;Excellent
Canada;CZPLA_124;River;11/09/2012;0.13747;265.833;1.053.333;0.061;776.667;9.25;0.4;583.682;9.311.672.543.579.720;Good
Canada;CZPMO_503-028;River;05/03/2012;0.33595;104.167;954.167;0.12896;796.667;1.018.333;0.4;1.152.444;9.044.051.203.048.190;Good
Canada;CZPLA_121;River;10/04/2012;0.06874;173.333;1.144.167;0.061;785.833;875.833;0.4;583.682;9.311.672.543.579.720;Good
Canada;CZPOH_1143;River;11/09/2012;0.36204;1.47;10.48;0.061;7.2;5.99;0.4;371.449;9.311.672.543.579.720;Good
Canada;CZPLA_414;River;05/03/2012;1.556.763;449.167;1.008.333;0.061;795.833;1.090.833;0.4;1.457.155;564.407.570.218.844;Marginal
Canada;ES063ESPFGV1070003;Lake;10/04/2012;0.05;2.0;11.684.103.383.014.400;0.09525;7.79;1.463.076.923;0.4;1.0;920.821.070.411.247;Good
Canada;ES060ESPFMA051;River;11/09/2012;0.05;2.0;9.5;0.141818182;7.79;1.183.333.333;0.4;1.12;8.975.217.688.670.720;Good
Canada;ES080ESPFES080-JU461;River;05/03/2012;0.05;2.0;100.375;0.05;7.765;141.875;0.4;1.0;100.0;Excellent
Canada;CZPVL_4600;River;10/04/2012;0.2994;241.538;1.073.846;0.01365;755.385;1.027.692;0.4;3.224.754;100.0;Excellent
Canada;ES014ESPF14-RW-07-070;River;11/09/2012;0.05;2.0;9.663.409.233;0.2;7.79;1.600.909.086;0.4;6.474.956.304;8.659.700.897.114.690;Good
Canada;ES014ESPF14-RW-05-305;River;05/03/2012;0.05;2.0;1.027.583.337;0.2;817.692;1.367.499.995;0.4;6.514.858.435;8.659.700.897.114.690;Good
Canada;CZPLA_334;River;10/04/2012;0.06444;213.333;1.029.167;0.061;7.95;995.833;0.4;114.359;9.311.672.543.579.720;Good
Canada;ES040ESPF000400359;River;11/09/2012;20.0;213.333;9.824;0.2;7.79;12.0;0.4;54.125;5.307.692.186.833.520;Marginal
Canada;ES0910550;River;05/03/2012;0.15;213.333;9.966.666.667;0.05;7.79;10.95;0.4;1.0;100.0;Excellent
Canada;ES020ESPF004300096;River;10/04/2012;0.1;5.0;8.616.666.667;0.2;7.79;1.408.333.333;0.4;6.275.833.333;8.659.700.897.114.690;Good
Canada;ES030ESPFTA62708004;Lake;11/09/2012;0.119538462;2.0;8.451.666.667;0.15;7.79;188.275.641;0.4;0.45;8.930.746.921.663.360;Good
Canada;ES070ESPFALB1;River;05/03/2012;0.1;213.333;834.314.289;0.5;7.79;1.850.416.658;0.4;1.311.842.856;693.154.409.347.355;Fair
Canada;ES064ESPFAA0000726;River;10/04/2012;0.05;2.0;9.249.999.881;0.05;7.79;1.475.000.024;0.4;9.104.249.954;100.0;Excellent
Canada;ES014ESPF14-RW-12-060;River;11/09/2012;0.05;2.0;9.728.750.229;0.05;7.79;12.5;0.4;4.713.249.922;100.0;Excellent
Canada;ES080ESPFES080-JU427;River;05/03/2012;0.11475;38.025;10.395;0.350875;7.79;12.875;0.4;8.425;7.955.173.540.593.750;Fair
Canada;ES014ESPF14-RW-05-290;River;10/04/2012;0.05;2.0;960.374.999;0.2;7.79;122.750.001;0.4;2.703.000.039;8.659.700.897.114.690;Good
Canada;CZPVL_9420;River;11/09/2012;0.19332;4.0;14.1;0.061;7.79;573.333;0.4;4.570.671;7.955.488.497.134.960;Fair
Canada;ES080ESPFES080-JU163;River;05/03/2012;0.05;2.0;8.15;0.05;7.79;15.0;0.4;5.7;100.0;Excellent
Canada;ES0910024;River;10/04/2012;0.13;213.333;9.1;0.1425;7.79;14.975;0.4;16.675;8.971.525.953.181.800;Good
Canada;ES014ESPF14-RW-12-100;River;11/09/2012;0.05;2.0;1.031.875.008;0.2;7.79;1.248.124.993;0.4;7.695.624.948;8.659.700.897.114.690;Good
Canada;CZPMO_SPPSV030;River;05/03/2012;0.06605;1.225;10.3;0.08768;749.167;1.166.667;0.4;2.479.008;9.238.828.929.410.150;Good
Canada;CZPMO_3684;River;10/04/2012;0.32413;236.667;1.071.667;0.03568;801.667;1.368.333;0.4;948.811;100.0;Excellent
Canada;ES030ESPFTA57908001;River;11/09/2012;0.1;2.0;8.715.384.615;1.475.846.154;7.935;1.249.230.769;0.4;5.143.846.154;5.879.757.848.763.230;Marginal
Canada;ES020ESPF004300091;River;05/03/2012;0.1;5.0;1.003.333;0.2;708.889;963.333;0.4;1.147.888.889;8.659.700.897.114.690;Good
Canada;CZPLA_135;River;10/04/2012;0.23574;213.333;1.045.833;0.061;7.675;1.163.333;0.4;1.556.758;9.311.672.543.579.720;Good
Canada;CZPLA_398;River;11/09/2012;0.04565;213.333;1.073.333;0.061;796.364;9.7;0.4;1.903.524;9.311.672.543.579.720;Good
Canada;ES060ESPFMA1431;Lake;05/03/2012;0.9896875;2.184.166.667;1.021.666.667;0.306;7.79;19.875;0.4;6.015.625;7.625.621.353.507.260;Fair
Canada;ES060ESPFMA00MD0160;River;10/04/2012;0.05;2.0;8.095.833.333;0.072833333;741.667;1.561.666.667;0.4;24.175;9.287.404.528.844.290;Good
Canada;ES060ESPFMA149;River;11/09/2012;0.105416667;2.0;9.241.666.667;0.083916667;7.79;15.825;0.4;4.239.166.667;9.252.727.616.631.400;Good
Canada;ES080ESPFES080-JU102;River;05/03/2012;0.05;213.333;10.432;0.05;7.79;9.4;0.4;674.400.832;100.0;Excellent
Canada;CZPVL_9461;River;10/04/2012;0.67769;5.05;956.667;0.061;740.833;1.009.167;0.4;892.554;8.613.729.097.314.020;Good
Canada;ES030ESPFTA58402003;River;11/09/2012;0.1;2.0;9.025;0.1;7.79;14.475;0.4;5.0;9.187.448.244.207.810;Good
Canada;ES030ESPFTA58402001;River;05/03/2012;0.1;2.0;9.824;0.15;7.79;1.828.505.051;0.4;1.528.888.889;8.930.746.921.663.360;Good
Canada;ES030ESPFTA53207002;River;10/04/2012;0.1;2.0;11.684.103.383.014.400;0.15;7.79;13.985;0.4;0.45;8.930.746.921.663.360;Good
Canada;ES010ESPFMS653FQ;River;11/09/2012;0.1;2.0;10.09;0.2;7.79;1.017.166.667;0.4;0.638333333;8.659.700.897.114.690;Good
Canada;ES040ESPF000400096;River;05/03/2012;1.29;3.2;11.7;0.2;7.79;5.3;0.4;6.6;790.341.661.373.865;Fair
Canada;ES030ESPFTA65112002;River;10/04/2012;0.01;1.0;9.35;0.05;7.79;7.15;0.4;3.67;100.0;Excellent
Canada;ES030ESPFTA65213001;River;11/09/2012;0.1;213.333;8.528;0.15;7.79;14.742;0.4;5.0;8.930.746.921.663.360;Good
Canada;ES010ESPFMS620FQ;River;05/03/2012;0.016666667;1.1;86.175;0.05;7.79;118.325;0.4;3.593.333.333;100.0;Excellent
Canada;ES030ESPFTA58205001;River;10/04/2012;0.8175;2.0;9.824;26.875;7.79;12.0;0.4;493.375;48.615.382.490.189.000;Marginal
Canada;ES030ESPFTA51401004;River;11/09/2012;0.1;2.0;8.25;0.15;7.79;15.342;0.4;5.0;8.930.746.921.663.360;Good
Canada;ES0911216;River;05/03/2012;0.13;213.333;9.775;0.0825;7.79;13.05;0.4;6.25;9.257.703.734.577.560;Good
Canada;ES014ESPF14-RW-05-205;River;10/04/2012;0.556250024;2.0;9.951.250.076;0.05;7.79;125.250.001;0.4;1.288.625.002;9.317.456.364.046.990;Good
Canada;ES010ESPFMS012FQ;River;11/09/2012;0.01;1.175;9.608;0.05;7.79;12.92;0.4;8.985;100.0;Excellent
Canada;ES0911404;River;05/03/2012;0.13;213.333;10.4;0.0625;7.79;12.425;0.4;6.825;9.309.439.326.463.160;Good
Canada;ES030ESPFTA58205003;River;10/04/2012;25.5;2.0;9.824;1.15;7.79;12.0;0.4;20.0;4.867.437.946.058.920;Marginal
Canada;CZPMO_DPTZN002;River;11/09/2012;0.03641;108.333;1.084.167;0.00978;791.667;1.031.667;0.4;2.526.965;100.0;Excellent
Canada;CZPOD_5024;River;05/03/2012;163.678;3.075;9.7;0.21471;737.417;993.333;0.4;844.043;771.957.834.707.581;Fair
Canada;ES0910564;River;10/04/2012;0.15;213.333;11.684.103.383.014.400;0.05;7.79;1.270.833.333;0.4;2.683.333.333;100.0;Excellent
Canada;ES020ESPF004300640;River;11/09/2012;0.1;415.833;1.010.833;0.2;770.833;10.45;0.4;4.533.333.333;8.213.763.045.791.280;Good
Canada;CZPVL_3133;River;05/03/2012;0.28246;10.0;982.167;0.061;788.333;10.5;0.4;1.400.344;8.582.335.063.620.100;Good
Canada;CZPLA_132;River;10/04/2012;0.12942;230.833;1.110.833;0.23354;716.667;7.675;0.4;103.292;8.486.026.779.861.880;Good
Canada;CZPVL_7800;River;11/09/2012;0.16368;224.167;10.3;0.03574;755.385;9.175;0.4;3.120.894;100.0;Excellent
Canada;ES0911228;River;05/03/2012;0.13;213.333;9.925;0.05;7.79;9.375;0.4;11.475;100.0;Excellent
Canada;ES014ESPF14-RW-05-210;River;10/04/2012;0.077083334;1.475;1.021.541.691;0.2;7.25;1.293.333.332;0.4;8.908.483.292;8.659.700.897.114.690;Good
Canada;ES100ESPF200020000;River;11/09/2012;0.2;213.333;9.824;0.2;7.79;12.0;0.4;13.1;8.659.700.897.114.690;Good
Canada;ES100ESPF060004000;River;05/03/2012;20.0;213.333;9.824;0.2;7.79;12.0;0.4;5.0;5.307.692.186.833.520;Marginal
Canada;ES030ESPFTA59810001;River;10/04/2012;0.1;13.325;6.564;0.061;7.79;18.77;0.4;583.682;8.504.997.810.694.360;Good
Canada;ES0910027;River;11/09/2012;0.13;2.0;10.5;0.1725;7.79;20.325;0.4;10.675;8.807.821.999.807.420;Good
Canada;ES030ESPFTA51401003;River;05/03/2012;0.1;2.0;11.684.103.383.014.400;0.15;7.79;12.994;0.4;5.0;8.930.746.921.663.360;Good
Canada;ES100ESPF060003000;River;10/04/2012;20.0;2.0;984.375;0.2;7.79;1.185.000.038;0.4;6.3;5.307.692.186.833.520;Marginal
Canada;ES030ESPFTA53405004;River;11/09/2012;0.1;2.0;8.375;0.185;7.79;14.4;0.4;5.0;8.740.004.941.809.880;Good
Canada;ES0910660;River;05/03/2012;0.15;213.333;11.2;0.05;7.79;9.766.666.667;0.4;6.75;100.0;Excellent
Canada;ES0911315;River;10/04/2012;0.13;213.333;9.775;0.2375;7.79;13.05;0.4;1.775;8.466.133.728.938.370;Good
Canada;CZPOH_1038;River;11/09/2012;0.26778;285.556;993.333;0.061;726.667;1.017.778;0.4;1.047.676;9.311.672.543.579.720;Good
Canada;CZPLA_390;River;05/03/2012;0.26635;343.333;1.023.333;0.061;788.333;9.5;0.4;1.077.188;9.311.672.543.579.720;Good
Canada;ES014ESPF14-RW-05-330;River;10/04/2012;1.350.500.003;3.275.000.006;10.875;1.280.249.998;756.667;979.167;0.4;15.25;58.079.881.467.880.400;Marginal
Canada;CZPMO_1188;River;11/09/2012;0.42058;1.925;9.075;0.39424;799.167;14.075;0.4;682.096;7.787.854.970.841.040;Fair
Canada;CZPOH_1038;River;05/03/2012;0.22554;3.15;9.925;0.061;7.275;1.084.167;0.4;2.021.572;9.311.672.543.579.720;Good
Canada;ES014ESPF14-RW-05-310;River;10/04/2012;0.757999979;2.0;8.075.000.167;0.751000011;801.667;1.477.499.986;0.4;1.225.000.012;6.556.920.516.588.200;Fair
Canada;CZPOD_5215;River;11/09/2012;0.05155;223.333;1.100.833;0.03588;751.583;829.167;0.4;940.695;100.0;Excellent
Canada;ES014ESPF14-RW-03-070;River;05/03/2012;0.058333333;2.0;893.083.334;0.2;7.79;1.500.833.321;0.4;3.556.933.314;8.659.700.897.114.690;Good
Canada;CZPVL_3001;River;10/04/2012;0.05692;125.833;1.096.667;0.061;716.667;795.833;0.4;810.473;9.311.672.543.579.720;Good
Canada;ES100ESPF200003000;River;11/09/2012;20.0;2.0;10.05;20.0;7.79;1.883.333.333;0.4;5.0;42.178.660.930.386.400;Poor
Canada;ES080ESPFES080-JU343;River;05/03/2012;0.055846154;152.727;890.625;0.498461538;738.182;20.625;0.4;1.892.307.692;7.438.386.528.903.150;Fair
Canada;ES030ESPFTA50905004;River;10/04/2012;0.05;3.041.666.667;9.873.125.017;0.2;7.79;1.434.375.003;0.4;233.592.499;8.659.700.897.114.690;Good
Canada;ES030ESPFTA59810001;River;11/09/2012;0.1;2.0;7.763.842.105;0.15;7.79;1.881.266.667;0.4;5.0;8.930.746.921.663.360;Good
Canada;ES020ESPF004300574;River;05/03/2012;0.1;5.0;9.824;0.2;7.79;12.975;0.4;9.933.333.333;8.659.700.897.114.690;Good
Canada;ES030ESPFTA53901004;River;10/04/2012;0.1;2.0;6.796.571.429;0.15;7.79;1.439.928.571;0.4;5.0;8.930.746.921.663.360;Good
Canada;ES030ESPFTA51401005;River;11/09/2012;0.1;2.0;9.15;0.1;7.79;1.606.666.667;0.4;5.0;9.187.448.244.207.810;Good
Canada;ES020ESPF004300035;River;05/03/2012;0.1;5.0;8.424.444.444;0.2;7.79;1.466.666.667;0.4;9.95;8.659.700.897.114.690;Good
Canada;ES014ESPF14-RW-08-010;River;10/04/2012;0.05;2.0;1.024.599.991;0.2;7.79;1.545.999.985;0.4;4.000.000.119;8.659.700.897.114.690;Good
Canada;CZPMO_JPPJV023;River;11/09/2012;0.28053;414.167;938.333;0.1809;766.667;11.125;0.4;2.272.055;8.762.174.727.252.130;Good
Canada;ES0910648;River;05/03/2012;0.13;213.333;103.375;0.05;7.79;15.1;0.4;23.125;100.0;Excellent
Canada;CZPOD_5015;River;10/04/2012;0.28783;359.167;973.333;0.0799;751.667;10.275;0.4;711.608;926.644.625.454.544;Good
Canada;ES070ESPFSEG8;River;11/09/2012;0.36838;296.667;1.041.667;0.31065;795.833;10.025;0.4;2.309.314;8.123.702.948.131.030;Good
Canada;CZPLA_531;River;05/03/2012;0.38234;351.667;948.333;0.061;806.667;11.8;0.4;3.570.952;9.311.672.543.579.720;Good
Canada;CZPLA_392;River;10/04/2012;0.03007;1.725;10.875;0.061;763.333;8.775;0.4;302.498;9.311.672.543.579.720;Good
Canada;ES100ESPF060001000;River;11/09/2012;20.0;334.167;834.167;20.0;770.833;999.167;0.4;32.275;42.178.660.930.386.400;Poor
Canada;CZPVL_1072;River;05/03/2012;0.15251;470.833;936.417;0.061;763.333;951.667;0.4;813.056;9.311.672.543.579.720;Good
Canada;ES080ESPFES080-JU287;Lake;10/04/2012;0.43497;289.167;1.044.517.391;0.02283;744.167;2.018.438.406;0.4;2.940.133;100.0;Excellent
Canada;ES080ESPFES080-JU105;River;11/09/2012;0.27625;213.333;11.684.103.383.014.400;0.289166667;7.79;1.802.666.667;0.4;3.208.333.333;8.219.341.884.093.000;Good
Canada;ES0910657;River;05/03/2012;0.15;213.333;8.84;0.08875;7.79;17.8;0.4;16.925;9.234.706.900.916.120;Good
Canada;ES014ESPF14-RW-15-020;River;10/04/2012;0.05;2.0;1.019.624.996;0.2;7.79;1.367.500.019;0.4;0.761750019;8.659.700.897.114.690;Good
Canada;ES030ESPFTA51501001;River;11/09/2012;0.05;2.0;5.725;0.05;7.79;13.75;0.4;15.5;100.0;Excellent
Canada;ES020ESPF004300088;River;05/03/2012;0.1;5.0;9.824;0.2;7.79;12.0;0.4;0.36;8.659.700.897.114.690;Good
Canada;CZPMO_DPTNR002;River;10/04/2012;0.04317;107.917;10.55;0.00978;725.833;9.4;0.4;1.799.125;100.0;Excellent
Canada;ES020ESPF004300081;River;11/09/2012;0.1;5.0;11.35;153.625;798.333;973.333;0.4;151.125;583.091.938.160.791;Marginal
Canada;CZPOH_1179;River;05/03/2012;0.06337;1.15;1.074.167;0.061;7.1;840.833;0.4;50.318;9.311.672.543.579.720;Good
Canada;CZPOD_1165;River;10/04/2012;0.08807;2.5;1.184.167;0.18807;794.417;1.194.167;0.4;109.342;8.723.460.940.276.450;Good
Canada;ES0910565;River;11/09/2012;0.13942;283.636;11.684.103.383.014.400;0.061;742.727;1.551.666.667;0.4;623.575;9.311.672.543.579.720;Good
Canada;CZPLA_289;River;05/03/2012;0.75287;213.333;9.925;0.061;8.0;1.049.167;0.4;5.256.825;791.982.267.083.763;Fair
Canada;ES010ESPFMS646FQ;River;10/04/2012;0.174166667;2.0;9.402.727.273;0.301666667;7.79;126.475;0.4;6.733.333.333;8.163.204.795.554.900;Good
Canada;ES010ESPFMS655FQ;River;11/09/2012;0.1;2.0;9.865.454.545;0.2;7.79;1.157.583.333;0.4;1.736.666.667;8.659.700.897.114.690;Good
Canada;ES040ESPF000400364;River;05/03/2012;0.046;1.7;8.916.550.923;0.85;7.05;1.753.091.191;0.4;15.2;6.631.323.338.050.460;Fair
Canada;ES014ESPF14-RW-15-060;River;10/04/2012;0.0502;2.042.812.789;1.023.687.497;0.2;7.79;1.316.562.501;0.4;309.556.667;8.659.700.897.114.690;Good
Canada;ES070ESPFALB1;River;11/09/2012;0.1525;2.0;8.989.565.217;1.166.833.333;7.79;124.826.087;0.4;52.875;6.182.976.821.648.970;Marginal
Canada;ES020ESPF004300108;River;05/03/2012;0.1;5.0;9.805.882.353;0.2;7.79;1.102.777.778;0.4;0.927142857;8.659.700.897.114.690;Good
